CustomerID,Age,Gender,TenureYears,MonthlyCharges,TotalCharges,ContractType,InternetService,PaymentMethod,SeniorCitizen,SupportCalls,StreamingService,PaperlessBilling,Churn
CUST00959,62.0,Male,0,91.9,308.23,Two year,Fiber optic,Electronic check,Yes,1,No,Yes,Yes
CUST00960,44.0,Male,6,76.95,6223.82,One year,DSL,Mailed check,No,5,Yes,No,No
CUST00961,26.0,Female,5,93.84,5959.19,Month-to-month,Fiber optic,Electronic check,No,1,Yes,No,Yes
CUST00962,43.0,Male,7,34.15,3273.63,Month-to-month,DSL,Bank transfer,No,3,Yes,No,No
CUST00963,64.0,Male,4,108.25,5970.93,Month-to-month,Fiber optic,Credit card,Yes,1,No,No,Yes
CUST00964,39.0,Female,0,78.24,676.93,Month-to-month,No,Electronic check,No,1,Yes,No,No
CUST00965,64.0,Male,0,32.68,75.24,Month-to-month,DSL,Electronic check,Yes,2,Yes,Yes,Yes
CUST00966,,Male,8,66.19,6602.93,Two year,No,Credit card,No,1,Yes,No,Yes
CUST00967,60.0,Male,9,104.48,11548.92,One year,DSL,Credit card,Yes,3,Yes,No,No
CUST00968,65.0,Male,5,109.76,7166.44,Month-to-month,DSL,Electronic check,Yes,1,Yes,Yes,Yes
CUST00969,34.0,Male,9,46.46,5209.35,Two year,Fiber optic,Electronic check,No,3,Yes,No,No
CUST00970,43.0,Male,4,91.13,5200.07,Two year,No,Electronic check,No,1,No,Yes,No
CUST00971,53.0,Female,0,30.0,65.87,Month-to-month,Fiber optic,Mailed check,No,1,No,No,Yes
CUST00972,18.0,Female,5,23.35,1617.52,Month-to-month,Fiber optic,Electronic check,No,3,No,No,No
CUST00973,25.0,Male,5,76.04,4676.67,Two year,DSL,Electronic check,No,1,Yes,No,No
CUST00974,66.0,Female,2,89.48,2435.84,One year,DSL,Credit card,Yes,1,No,Yes,No
CUST00975,52.0,Female,7,99.58,9331.8,Month-to-month,DSL,Credit card,No,5,No,Yes,No
CUST00976,69.0,Female,0,54.02,495.39,One year,DSL,Mailed check,Yes,1,Yes,Yes,No
CUST00977,32.0,Male,0,20.65,128.85,Month-to-month,No,Mailed check,No,1,Yes,No,No
CUST00978,64.0,Female,5,67.95,4182.31,Two year,No,Bank transfer,Yes,2,Yes,Yes,No
CUST00979,39.0,Male,9,21.59,2498.15,Month-to-month,DSL,Electronic check,No,5,Yes,Yes,Yes
CUST00980,31.0,Female,0,29.2,159.84,One year,Fiber optic,Electronic check,No,3,No,No,Yes
CUST00981,43.0,Female,5,52.67,3396.26,Month-to-month,Fiber optic,Credit card,No,5,Yes,No,No
CUST00982,45.0,Male,0,63.72,512.6,Month-to-month,DSL,Bank transfer,No,2,No,No,No
CUST00983,40.0,Female,5,47.95,3155.24,Month-to-month,Fiber optic,Electronic check,No,4,Yes,No,No
CUST00984,31.0,Male,2,78.19,2034.24,Month-to-month,Fiber optic,Bank transfer,No,1,Yes,Yes,Yes
CUST00985,41.0,Female,7,25.53,2427.28,One year,Fiber optic,Mailed check,No,2,No,Yes,No
CUST00986,19.0,Female,5,34.46,2397.16,Month-to-month,DSL,Electronic check,No,3,No,Yes,Yes
CUST00987,62.0,Female,10,89.53,10888.65,Month-to-month,No,Electronic check,Yes,1,No,No,No
CUST00988,43.0,Female,0,34.21,231.8,One year,Fiber optic,Mailed check,No,5,No,No,No
CUST00989,31.0,Male,4,83.98,4192.04,One year,DSL,Electronic check,No,0,No,No,No
CUST00990,68.0,Male,7,25.47,2399.53,Month-to-month,DSL,Mailed check,Yes,4,Yes,Yes,No
CUST00991,24.0,Female,2,60.74,1928.08,Month-to-month,Fiber optic,Mailed check,No,2,Yes,Yes,Yes
CUST00992,20.0,Male,5,37.74,2373.73,Two year,Fiber optic,Bank transfer,No,2,No,Yes,No
CUST00993,64.0,Female,4,30.96,1524.1,Month-to-month,Fiber optic,Credit card,Yes,2,Yes,Yes,No
CUST00994,40.0,Male,5,76.7,4705.34,Two year,DSL,Credit card,No,4,Yes,No,No
CUST00995,63.0,Male,9,112.83,12928.18,Month-to-month,DSL,Mailed check,Yes,2,Yes,No,No
CUST00996,60.0,Male,0,25.48,231.31,One year,Fiber optic,Bank transfer,Yes,1,Yes,No,No
CUST00997,64.0,Female,6,62.16,4620.31,Month-to-month,DSL,Mailed check,Yes,6,No,Yes,No
CUST00998,62.0,Male,8,90.75,9023.65,Two year,Fiber optic,Bank transfer,Yes,0,Yes,Yes,No
CUST00999,35.0,Male,1,66.27,1100.07,Month-to-month,DSL,Bank transfer,No,1,No,Yes,No
CUST01000,55.0,Female,9,100.65,11212.29,Month-to-month,DSL,Credit card,No,4,No,Yes,Yes
CUST01001,52.0,Female,4,37.96,2023.45,Month-to-month,DSL,Credit card,No,4,No,No,Yes
CUST01002,68.0,Female,9,115.96,13353.46,Two year,Fiber optic,Bank transfer,Yes,4,No,No,No
CUST01003,32.0,Male,3,,2606.15,Two year,Fiber optic,Credit card,No,5,No,Yes,No
CUST01004,42.0,Male,5,54.16,3877.94,Month-to-month,No,Bank transfer,No,5,No,Yes,No
CUST01005,54.0,Male,5,107.46,7655.37,Month-to-month,No,Electronic check,No,3,Yes,Yes,No
CUST01006,45.0,Male,10,76.39,9722.26,One year,Fiber optic,Mailed check,No,1,Yes,No,No
CUST01007,27.0,Male,1,71.64,1509.86,Two year,DSL,Credit card,No,1,No,Yes,No
CUST01008,56.0,Male,1,92.7,2174.7,One year,Fiber optic,Mailed check,No,3,No,Yes,No
CUST01009,34.0,Female,3,77.98,2956.86,Two year,DSL,Credit card,No,0,No,Yes,No
CUST01010,56.0,Male,0,36.25,38.5,Month-to-month,Fiber optic,Mailed check,No,3,No,Yes,No
CUST01011,39.0,Male,8,,8508.4,Month-to-month,Fiber optic,Mailed check,No,3,No,No,No
CUST01012,43.0,Male,6,33.35,2641.21,Month-to-month,Fiber optic,Credit card,No,3,No,No,No
CUST01013,61.0,Female,6,100.59,8187.14,One year,DSL,Credit card,Yes,3,Yes,No,No
CUST01014,42.0,Male,2,118.97,3454.63,Month-to-month,No,Credit card,No,1,Yes,No,No
CUST01015,34.0,Female,10,57.74,7332.84,Month-to-month,Fiber optic,Credit card,No,1,Yes,No,No
CUST01016,30.0,Male,2,64.48,1978.25,Month-to-month,Fiber optic,Bank transfer,No,1,Yes,Yes,Yes
CUST01017,37.0,Female,0,24.64,50.33,Month-to-month,DSL,Credit card,No,4,Yes,Yes,No
CUST01018,42.0,Female,2,21.37,609.85,Month-to-month,Fiber optic,Credit card,No,2,No,Yes,No
CUST01019,21.0,Female,2,,2827.47,Month-to-month,DSL,Credit card,No,2,Yes,Yes,Yes
CUST01020,27.0,Male,3,32.86,1255.84,Two year,Fiber optic,Electronic check,No,1,No,Yes,No
CUST01021,20.0,Female,3,64.58,2966.19,Month-to-month,Fiber optic,Mailed check,No,2,Yes,Yes,No
CUST01022,58.0,Male,2,101.54,3464.91,Month-to-month,No,Credit card,No,1,Yes,No,No
CUST01023,62.0,Female,9,108.93,12834.29,One year,DSL,Credit card,Yes,2,No,Yes,No
CUST01024,35.0,Male,7,71.94,6690.06,Two year,Fiber optic,Mailed check,No,1,No,Yes,No
CUST01025,64.0,Female,7,76.5,7170.07,One year,DSL,Mailed check,Yes,1,Yes,No,Yes
CUST01026,53.0,Female,0,86.97,728.88,Month-to-month,Fiber optic,Bank transfer,No,3,Yes,No,No
CUST01027,64.0,Male,6,116.14,9333.96,Two year,No,Mailed check,Yes,2,No,No,No
CUST01028,39.0,Female,10,80.27,10301.93,Month-to-month,Fiber optic,Mailed check,No,4,Yes,Yes,No
CUST01029,51.0,Male,1,75.95,1416.81,Month-to-month,Fiber optic,Electronic check,No,1,No,Yes,Yes
CUST01030,64.0,Female,0,21.45,107.18,One year,DSL,Bank transfer,Yes,1,Yes,No,No
CUST01031,25.0,Female,2,28.09,927.87,One year,Fiber optic,Electronic check,No,1,No,No,No
CUST01032,57.0,Male,3,77.72,3130.96,One year,DSL,Mailed check,No,0,No,No,No
CUST01033,66.0,Male,5,113.62,7609.35,Two year,Fiber optic,Credit card,Yes,1,No,No,No
CUST01034,61.0,Male,9,106.67,12135.52,One year,DSL,Bank transfer,Yes,1,Yes,Yes,No
CUST01035,36.0,Female,4,118.26,6154.59,Two year,Fiber optic,Mailed check,No,4,No,No,No
CUST01036,59.0,Male,3,72.78,3473.18,One year,DSL,Mailed check,No,2,Yes,No,Yes
CUST01037,58.0,Male,7,98.79,8678.33,Month-to-month,DSL,Credit card,No,0,Yes,Yes,No
CUST01038,54.0,Female,10,104.04,12942.81,Month-to-month,Fiber optic,Credit card,No,0,Yes,Yes,No
CUST01039,23.0,Male,3,84.8,3288.33,Month-to-month,No,Credit card,No,3,No,No,No
CUST01040,69.0,Male,9,53.87,6359.5,Month-to-month,No,Bank transfer,Yes,2,Yes,Yes,No
CUST01041,43.0,Female,1,67.0,1303.32,One year,No,Electronic check,No,0,No,Yes,No
CUST01042,51.0,Female,2,105.79,3358.14,One year,DSL,Bank transfer,No,1,No,No,No
CUST01043,62.0,Female,5,49.85,3490.8,Month-to-month,DSL,Credit card,Yes,0,Yes,No,No
CUST01044,23.0,Female,7,112.37,9975.32,Month-to-month,No,Bank transfer,No,1,No,Yes,Yes
CUST01045,54.0,Female,7,42.98,3744.85,Month-to-month,No,Credit card,No,0,No,No,No
CUST01046,50.0,Male,10,94.95,11696.17,Two year,Fiber optic,Electronic check,No,2,No,No,Yes
CUST01047,39.0,Female,8,83.06,8726.19,Month-to-month,DSL,Bank transfer,No,4,Yes,Yes,No
CUST01048,38.0,Female,6,94.96,7573.56,One year,DSL,Electronic check,No,4,No,Yes,No
CUST01049,23.0,Female,1,63.73,973.14,One year,No,Electronic check,No,2,No,Yes,No
CUST01050,23.0,Male,7,113.26,9807.83,Month-to-month,DSL,Credit card,No,2,Yes,Yes,No
CUST01051,65.0,Male,6,83.25,6187.77,Month-to-month,Fiber optic,Bank transfer,Yes,3,No,Yes,Yes
CUST01052,21.0,Male,7,48.83,4487.76,Month-to-month,No,Bank transfer,No,5,No,No,Yes
CUST01053,47.0,Male,2,83.85,2096.36,Two year,Fiber optic,Electronic check,No,1,No,Yes,No
CUST01054,28.0,Female,6,48.68,3563.45,One year,DSL,Credit card,No,2,Yes,No,No
CUST01055,47.0,Female,9,49.36,5591.75,One year,DSL,Electronic check,No,1,No,No,No
CUST01056,48.0,Female,8,59.96,6272.11,One year,DSL,Electronic check,No,3,No,No,No
CUST01057,41.0,Male,2,105.24,3435.61,Month-to-month,Fiber optic,Electronic check,No,1,Yes,No,No
CUST01058,26.0,Female,9,70.03,7964.6,Month-to-month,Fiber optic,Electronic check,No,0,No,No,No
CUST01059,20.0,Male,5,87.89,6029.41,Two year,DSL,Bank transfer,No,0,No,Yes,No
CUST01060,68.0,Male,1,59.2,1108.94,Two year,DSL,Mailed check,Yes,1,No,No,No
CUST01061,48.0,Male,1,46.36,1100.88,One year,DSL,Bank transfer,No,3,No,No,No
CUST01062,57.0,Female,4,115.46,5863.87,One year,No,Credit card,No,1,Yes,Yes,No
CUST01063,,Female,4,80.36,4468.61,Month-to-month,No,Mailed check,No,0,Yes,No,No
CUST01064,53.0,Female,6,113.4,,Month-to-month,Fiber optic,Electronic check,No,3,Yes,Yes,No
CUST01065,41.0,Female,1,40.34,610.71,One year,No,Bank transfer,No,2,No,No,No
CUST01066,48.0,Male,10,34.69,4483.68,Two year,Fiber optic,Mailed check,No,1,No,Yes,No
CUST01067,23.0,Female,6,105.58,8027.31,Month-to-month,Fiber optic,Electronic check,No,3,No,Yes,No
CUST01068,19.0,Male,4,88.09,4686.28,Month-to-month,Fiber optic,Bank transfer,No,0,No,No,No
CUST01069,37.0,Male,5,38.66,2517.66,Month-to-month,Fiber optic,Mailed check,No,2,Yes,Yes,No
CUST01070,45.0,Male,7,46.94,4115.99,Month-to-month,DSL,Bank transfer,No,0,Yes,Yes,Yes
CUST01071,28.0,Male,9,100.07,11381.74,Month-to-month,Fiber optic,Mailed check,No,1,No,No,Yes
CUST01072,21.0,Male,3,65.39,2759.9,Two year,No,Credit card,No,4,Yes,No,No
CUST01073,32.0,Male,6,87.05,7067.28,Two year,DSL,Bank transfer,No,2,Yes,No,Yes
CUST01074,23.0,Male,5,51.84,3598.51,Two year,DSL,Bank transfer,No,0,Yes,No,No
CUST01075,66.0,Female,9,58.12,6436.45,One year,DSL,Mailed check,Yes,4,Yes,No,No
CUST01076,47.0,Female,1,119.07,2324.31,Month-to-month,DSL,Credit card,No,1,Yes,No,No
CUST01077,55.0,Male,7,44.76,4245.85,Two year,DSL,Bank transfer,No,3,No,Yes,No
CUST01078,68.0,Female,9,70.65,7785.39,Month-to-month,Fiber optic,Credit card,Yes,1,No,No,No
CUST01079,,Female,8,104.44,10673.98,Two year,DSL,Credit card,No,6,Yes,No,No
CUST01080,32.0,Female,4,43.92,2514.59,One year,DSL,Bank transfer,No,2,Yes,No,No
CUST01081,28.0,Female,9,61.52,,Month-to-month,No,Electronic check,No,3,Yes,No,No
CUST01082,25.0,Male,3,81.51,3106.06,Month-to-month,Fiber optic,Mailed check,No,1,Yes,No,Yes
CUST01083,43.0,Female,5,68.12,4452.5,Month-to-month,DSL,Bank transfer,No,1,No,No,No
CUST01084,68.0,Male,7,65.95,5973.73,Month-to-month,Fiber optic,Credit card,Yes,2,Yes,No,No
CUST01085,62.0,Male,10,56.25,7422.43,Month-to-month,Fiber optic,Mailed check,Yes,1,Yes,No,No
CUST01086,61.0,Female,2,78.66,2121.04,Two year,Fiber optic,Bank transfer,Yes,1,Yes,No,No
CUST01087,22.0,Female,9,82.44,9876.86,One year,DSL,Mailed check,No,1,No,Yes,No
CUST01088,23.0,Male,10,85.33,10678.0,Month-to-month,No,Mailed check,No,6,Yes,Yes,No
CUST01089,43.0,Male,10,27.04,3331.42,Month-to-month,Fiber optic,Credit card,No,2,Yes,Yes,Yes
CUST01090,21.0,Female,0,83.1,461.64,One year,No,Electronic check,No,1,Yes,No,Yes
CUST01091,36.0,Female,3,115.32,5045.71,Month-to-month,DSL,Electronic check,No,2,Yes,No,No
CUST01092,37.0,Male,3,74.1,2915.72,Month-to-month,DSL,Mailed check,No,0,Yes,Yes,No
CUST01093,50.0,Female,0,91.53,384.96,One year,DSL,Credit card,No,2,Yes,No,Yes
CUST01094,37.0,Male,8,75.67,8051.29,Month-to-month,DSL,Credit card,No,2,No,Yes,No
CUST01095,66.0,Male,2,105.47,3795.77,Month-to-month,DSL,Bank transfer,Yes,1,No,No,No
CUST01096,29.0,Male,4,112.96,5930.39,Month-to-month,DSL,Mailed check,No,1,Yes,No,No
CUST01097,64.0,Male,5,38.42,2406.53,Month-to-month,Fiber optic,Bank transfer,Yes,3,No,No,Yes
CUST01098,18.0,Female,7,63.69,5969.34,Month-to-month,DSL,Credit card,No,1,Yes,No,Yes
CUST01099,43.0,Male,5,59.24,4004.92,Month-to-month,DSL,Mailed check,No,3,No,Yes,No
CUST01100,31.0,Male,2,60.52,1579.84,Month-to-month,No,Electronic check,No,3,Yes,No,No
CUST01101,55.0,Female,5,32.55,2324.54,Two year,DSL,Electronic check,No,1,Yes,Yes,No
CUST01102,54.0,Female,0,101.36,188.38,One year,Fiber optic,Bank transfer,No,3,No,No,No
CUST01103,28.0,Male,3,23.58,1034.66,One year,Fiber optic,Mailed check,No,2,No,Yes,No
CUST01104,53.0,Female,5,72.82,4781.6,Month-to-month,No,Credit card,No,3,Yes,No,No
CUST01105,30.0,Female,6,86.19,6819.6,Month-to-month,No,Bank transfer,No,0,Yes,No,Yes
CUST01106,60.0,Male,10,40.75,5026.32,Month-to-month,Fiber optic,Electronic check,Yes,2,Yes,No,Yes
CUST01107,20.0,Female,10,110.59,14218.47,Two year,No,Credit card,No,3,No,No,No
CUST01108,50.0,Female,9,103.85,12415.99,Month-to-month,Fiber optic,Mailed check,No,4,No,Yes,No
CUST01109,23.0,Female,2,67.11,2016.16,One year,Fiber optic,Electronic check,No,1,No,Yes,Yes
CUST01110,67.0,Female,8,61.11,6279.21,Month-to-month,DSL,Credit card,Yes,1,Yes,Yes,No
CUST01111,27.0,Female,6,43.66,3302.35,Two year,Fiber optic,Electronic check,No,1,No,Yes,No
CUST01112,22.0,Male,0,93.0,1005.38,Two year,Fiber optic,Mailed check,No,6,No,Yes,Yes
CUST01113,40.0,Female,1,33.17,785.56,Month-to-month,Fiber optic,Bank transfer,No,2,Yes,No,Yes
CUST01114,27.0,Male,0,88.02,849.33,One year,Fiber optic,Credit card,No,3,No,Yes,No
CUST01115,61.0,Male,10,104.25,13236.68,Month-to-month,DSL,Credit card,Yes,1,No,Yes,No
CUST01116,19.0,Female,8,42.85,4607.44,One year,DSL,Mailed check,No,0,Yes,Yes,No
CUST01117,30.0,Female,8,106.64,10524.55,Month-to-month,Fiber optic,Electronic check,No,1,No,No,Yes
CUST01118,57.0,Female,6,23.33,1825.89,Month-to-month,DSL,Electronic check,No,3,Yes,Yes,Yes
CUST01119,19.0,Female,9,111.28,12787.59,Month-to-month,DSL,Electronic check,No,1,No,Yes,Yes
CUST01120,37.0,Female,2,31.84,968.29,Two year,Fiber optic,Credit card,No,2,Yes,Yes,No
CUST01121,18.0,Female,4,84.58,4890.97,Two year,No,Credit card,No,4,Yes,Yes,No
CUST01122,54.0,Female,3,45.01,1997.29,Month-to-month,DSL,Electronic check,No,2,Yes,No,No
CUST01123,26.0,Female,6,103.66,7711.6,One year,Fiber optic,Credit card,No,1,Yes,No,No
CUST01124,34.0,Female,8,71.23,7180.76,Month-to-month,DSL,Bank transfer,No,5,No,Yes,No
CUST01125,26.0,Female,1,33.52,560.78,Month-to-month,Fiber optic,Mailed check,No,1,Yes,No,No
CUST01126,28.0,Female,7,77.1,7033.21,Two year,DSL,Mailed check,No,1,Yes,No,No
CUST01127,32.0,Female,8,60.79,6091.53,Month-to-month,Fiber optic,Credit card,No,5,Yes,Yes,Yes
CUST01128,41.0,Male,9,86.14,9500.38,One year,Fiber optic,Bank transfer,No,1,No,No,No
CUST01129,55.0,Female,9,108.19,12570.65,Month-to-month,DSL,Bank transfer,No,0,Yes,No,No
CUST01130,52.0,Male,8,60.94,6481.66,Month-to-month,Fiber optic,Electronic check,No,0,Yes,No,No
CUST01131,47.0,Male,9,,5841.94,Month-to-month,Fiber optic,Mailed check,No,0,No,No,No
CUST01132,48.0,Female,6,21.45,1795.33,Two year,DSL,Mailed check,No,1,No,No,No
CUST01133,66.0,Male,8,77.48,8181.29,One year,Fiber optic,Mailed check,Yes,2,Yes,No,No
CUST01134,22.0,Female,8,60.23,5934.87,Month-to-month,Fiber optic,Credit card,No,2,No,No,No
CUST01135,61.0,Female,2,57.46,1975.72,Two year,DSL,Bank transfer,Yes,1,Yes,No,No
CUST01136,67.0,Male,3,38.29,1585.19,Two year,Fiber optic,Electronic check,Yes,1,Yes,Yes,No
CUST01137,31.0,Female,1,63.01,1325.04,Month-to-month,Fiber optic,Credit card,No,1,No,No,No
CUST01138,28.0,Male,9,118.44,13602.12,Month-to-month,No,Electronic check,No,1,Yes,No,No
CUST01139,26.0,Male,2,49.78,1698.23,Month-to-month,Fiber optic,Credit card,No,1,No,No,No
CUST01140,51.0,Female,10,79.97,10050.67,Month-to-month,DSL,Mailed check,No,1,Yes,Yes,Yes
CUST01141,29.0,Male,10,,11882.03,One year,No,Electronic check,No,1,Yes,Yes,No
CUST01142,52.0,Male,4,94.92,5232.47,Month-to-month,DSL,Bank transfer,No,1,No,No,Yes
CUST01143,52.0,Female,4,52.88,2690.76,Month-to-month,Fiber optic,Bank transfer,No,1,Yes,Yes,Yes
CUST01144,18.0,Male,5,81.09,5807.72,Month-to-month,No,Credit card,No,1,No,Yes,No
CUST01145,57.0,Female,6,107.13,,Month-to-month,Fiber optic,Mailed check,No,3,Yes,No,Yes
CUST01146,39.0,Female,6,21.54,1703.58,One year,Fiber optic,Credit card,No,2,Yes,Yes,No
CUST01147,46.0,Female,0,63.57,697.99,One year,No,Electronic check,No,1,No,Yes,Yes
CUST01148,25.0,Female,1,42.43,843.1,Month-to-month,Fiber optic,Bank transfer,No,1,Yes,Yes,No
CUST01149,28.0,Male,8,58.86,5905.43,Month-to-month,Fiber optic,Bank transfer,No,1,No,Yes,No
CUST01150,58.0,Female,9,61.6,6915.03,Month-to-month,Fiber optic,Bank transfer,No,2,No,Yes,No
CUST01151,54.0,Male,1,94.67,1753.04,Two year,DSL,Bank transfer,No,1,No,Yes,No
CUST01152,31.0,Male,5,29.38,2072.25,Month-to-month,Fiber optic,Electronic check,No,3,No,Yes,No
CUST01153,47.0,Female,10,71.26,9245.42,Month-to-month,No,Bank transfer,No,3,No,No,Yes
CUST01154,52.0,Female,10,76.42,10056.12,Month-to-month,DSL,Credit card,No,3,No,Yes,No
CUST01155,38.0,Female,0,69.42,124.31,Month-to-month,Fiber optic,Bank transfer,No,1,No,Yes,No
CUST01156,54.0,Male,2,93.19,2604.81,Month-to-month,Fiber optic,Electronic check,No,3,No,Yes,Yes
CUST01157,22.0,Female,1,58.38,810.45,One year,Fiber optic,Mailed check,No,0,No,No,No
CUST01158,36.0,Male,2,114.5,3808.48,Two year,Fiber optic,Mailed check,No,0,No,No,No
CUST01159,31.0,Female,4,68.18,3446.44,Month-to-month,No,Bank transfer,No,1,Yes,No,No
CUST01160,43.0,Female,10,77.12,9416.26,One year,DSL,Mailed check,No,0,No,Yes,No
CUST01161,21.0,Male,9,102.55,11811.54,One year,Fiber optic,Electronic check,No,2,No,No,Yes
CUST01162,42.0,Male,5,47.52,3113.81,Month-to-month,Fiber optic,Bank transfer,No,2,Yes,Yes,Yes
CUST01163,62.0,Female,8,27.52,2885.92,Month-to-month,Fiber optic,Electronic check,Yes,4,No,No,No
CUST01164,59.0,Female,10,90.78,11470.7,Month-to-month,DSL,Mailed check,No,2,No,Yes,No
CUST01165,42.0,Female,9,68.3,7764.25,Two year,Fiber optic,Mailed check,No,4,No,Yes,No
CUST01166,35.0,Male,3,109.65,4570.27,Two year,No,Bank transfer,No,2,No,Yes,No
CUST01167,57.0,Female,6,118.27,9768.0,Month-to-month,DSL,Mailed check,No,3,Yes,No,No
CUST01168,25.0,Female,5,59.91,3914.97,Month-to-month,Fiber optic,Bank transfer,No,2,Yes,No,No
CUST01169,56.0,Male,1,61.54,1025.71,One year,No,Bank transfer,No,2,No,No,No
CUST01170,57.0,Female,9,60.8,6853.61,Month-to-month,Fiber optic,Credit card,No,1,No,No,No
CUST01171,31.0,Male,10,52.46,6461.11,One year,Fiber optic,Credit card,No,2,No,No,No
CUST01172,49.0,Male,10,98.17,12808.0,Month-to-month,No,Credit card,No,1,No,Yes,Yes
CUST01173,68.0,Female,10,95.9,11758.58,Two year,DSL,Electronic check,Yes,2,Yes,Yes,No
CUST01174,55.0,Female,7,67.86,6446.34,One year,Fiber optic,Mailed check,No,3,No,No,Yes
CUST01175,50.0,Male,6,24.47,1862.61,Month-to-month,Fiber optic,Mailed check,No,3,No,Yes,No
CUST01176,40.0,Male,6,50.96,4224.26,One year,Fiber optic,Credit card,No,4,Yes,No,No
CUST01177,32.0,Female,7,49.23,4612.8,Month-to-month,Fiber optic,Bank transfer,No,2,Yes,Yes,No
CUST01178,50.0,Male,10,101.11,12881.6,Month-to-month,DSL,Bank transfer,No,1,Yes,Yes,Yes
CUST01179,42.0,Male,0,28.76,240.55,One year,DSL,Bank transfer,No,1,No,No,No
CUST01180,,Female,0,100.57,461.04,Month-to-month,DSL,Bank transfer,No,2,No,Yes,Yes
CUST01181,50.0,Male,7,86.92,7937.23,One year,DSL,Electronic check,No,3,Yes,No,No
CUST01182,64.0,Male,3,93.24,3749.78,Month-to-month,DSL,Mailed check,Yes,3,No,Yes,Yes
CUST01183,19.0,Male,4,63.22,3377.53,One year,No,Credit card,No,2,No,Yes,Yes
CUST01184,31.0,Male,7,87.97,8217.39,Month-to-month,DSL,Electronic check,No,3,Yes,Yes,No
CUST01185,57.0,Male,4,80.9,4181.18,One year,Fiber optic,Mailed check,No,1,Yes,Yes,No
CUST01186,57.0,Male,9,96.9,11456.23,Month-to-month,Fiber optic,Electronic check,No,5,No,No,No
CUST01187,68.0,Female,3,64.68,2660.59,Month-to-month,DSL,Bank transfer,Yes,2,No,No,Yes
CUST01188,56.0,Female,5,67.28,4497.93,Month-to-month,No,Electronic check,No,3,Yes,Yes,Yes
CUST01189,68.0,Female,4,84.36,5007.74,Month-to-month,No,Electronic check,Yes,4,No,No,Yes
CUST01190,23.0,Female,6,30.81,2480.01,Month-to-month,DSL,Bank transfer,No,1,No,No,Yes
CUST01191,23.0,Male,9,63.62,7386.39,Month-to-month,No,Bank transfer,No,0,No,No,No
CUST01192,20.0,Female,6,117.2,9473.0,Two year,Fiber optic,Credit card,No,5,No,Yes,No
CUST01193,24.0,Male,3,23.76,1119.08,Month-to-month,DSL,Credit card,No,2,No,No,No
CUST01194,68.0,Female,4,51.6,2669.46,One year,Fiber optic,Mailed check,Yes,2,Yes,No,Yes
CUST01195,25.0,Male,2,51.41,1632.04,One year,Fiber optic,Credit card,No,1,No,No,Yes
CUST01196,59.0,Female,3,83.35,3451.05,Month-to-month,Fiber optic,Credit card,No,1,No,No,Yes
CUST01197,69.0,Male,3,30.58,1135.45,One year,Fiber optic,Mailed check,Yes,3,No,Yes,Yes
CUST01198,32.0,Female,2,82.85,2185.44,Two year,DSL,Electronic check,No,1,Yes,Yes,No
CUST01199,64.0,Female,9,29.5,3320.96,Month-to-month,No,Electronic check,Yes,0,No,No,No
CUST01200,46.0,Female,4,29.5,1628.84,Two year,No,Electronic check,No,0,No,No,Yes
CUST01201,50.0,Female,4,92.82,5448.18,Month-to-month,Fiber optic,Bank transfer,No,3,Yes,No,No
CUST01202,69.0,Female,10,52.41,6797.7,One year,DSL,Mailed check,Yes,1,No,Yes,No
CUST01203,47.0,Male,6,117.74,9311.66,Month-to-month,Fiber optic,Electronic check,No,1,No,No,Yes
CUST01204,56.0,Female,3,23.74,897.67,Month-to-month,Fiber optic,Credit card,No,2,No,No,No
CUST01205,44.0,Male,3,64.51,2589.75,One year,No,Credit card,No,2,Yes,Yes,No
CUST01206,53.0,Female,8,31.31,3163.37,Month-to-month,No,Credit card,No,4,Yes,Yes,No
CUST01207,46.0,Female,5,55.14,3740.64,Month-to-month,No,Mailed check,No,2,Yes,No,Yes
CUST01208,55.0,Female,3,119.82,4518.91,Month-to-month,Fiber optic,Mailed check,No,3,No,Yes,No
CUST01209,50.0,Male,1,108.88,2050.44,One year,No,Credit card,No,1,No,Yes,No
CUST01210,54.0,Female,5,24.83,1760.85,Month-to-month,DSL,Bank transfer,No,2,Yes,Yes,No
CUST01211,44.0,Female,1,76.33,1584.59,Month-to-month,Fiber optic,Bank transfer,No,2,Yes,Yes,Yes
CUST01212,50.0,Male,4,84.78,4897.56,Month-to-month,DSL,Electronic check,No,2,No,Yes,No
CUST01213,21.0,Male,5,40.95,2805.01,One year,No,Electronic check,No,3,Yes,Yes,No
CUST01214,39.0,Male,3,34.51,1355.29,One year,No,Electronic check,No,2,Yes,Yes,Yes
CUST01215,19.0,Male,2,110.44,2895.22,Month-to-month,DSL,Electronic check,No,3,No,Yes,No
CUST01216,27.0,Female,6,116.88,9598.7,Month-to-month,Fiber optic,Electronic check,No,2,Yes,No,Yes
CUST01217,22.0,Male,1,119.19,2461.34,Month-to-month,No,Mailed check,No,0,No,No,No
CUST01218,27.0,Male,10,98.98,12602.7,Two year,Fiber optic,Mailed check,No,1,No,Yes,No
CUST01219,50.0,Female,5,86.35,5447.14,One year,Fiber optic,Bank transfer,No,4,Yes,No,No
CUST01220,55.0,Male,3,54.57,2381.26,Month-to-month,Fiber optic,Bank transfer,No,1,Yes,No,No
