CustomerID,Gender,TenureMonths,Contract,PaymentMethod,MonthlyCharges,TotalCharges,TechSupport,InternetService,SeniorCitizen,Churn
TEL-1316,Male,24,Month-to-month,Credit card,56.95,1200.0,Yes,Fiber optic,0,Yes
TEL-1317,Male,12,One year,Electronic check,29.85,100.5,No internet,Fiber optic,0,Yes
TEL-1318,Male,1,One year,Electronic check,105.0,500.0,Yes,Fiber optic,0,Yes
TEL-1319,Female,6,Month-to-month,Mailed check,89.9,500.0,No,DSL,1,No
TEL-1320,Female,48,Month-to-month,Bank transfer,56.95,500.0,Yes,Fiber optic,0,No
TEL-1321,Male,1,Month-to-month,Mailed check,29.85,,Yes,Fiber optic,0,No
TEL-1322,Female,6,One year,Credit card,89.9,1200.0,No,Fiber optic,0,No
TEL-1323,Female,12,One year,Mailed check,56.95,500.0,No internet,DSL,0,No
TEL-1324,Female,24,One year,Electronic check,89.9,4500.0,Yes,DSL,0,No
TEL-1325,Female,60,Month-to-month,Credit card,89.9,,No,DSL,0,Yes
TEL-1326,Male,6,Month-to-month,Electronic check,105.0,100.5,Yes,No,0,No
TEL-1327,Male,6,Two year,Bank transfer,56.95,,Yes,Fiber optic,0,Yes
TEL-1328,Female,36,One year,Electronic check,29.85,100.5,No,Fiber optic,0,Yes
TEL-1329,Female,12,Month-to-month,Electronic check,89.9,4500.0,No,DSL,0,No
TEL-1330,Male,6,Two year,Mailed check,89.9,100.5,Yes,DSL,0,Yes
TEL-1331,Male,12,One year,Electronic check,89.9,100.5,No,Fiber optic,1,No
TEL-1332,Female,1,One year,Credit card,29.85,500.0,Yes,Fiber optic,1,Yes
TEL-1333,Male,1,One year,Credit card,29.85,1200.0,No,Fiber optic,0,No
TEL-1334,Female,12,Two year,Bank transfer,105.0,500.0,No internet,DSL,0,Yes
TEL-1335,Female,12,One year,Credit card,89.9,100.5,No internet,Fiber optic,0,No
TEL-1336,Male,60,Month-to-month,Mailed check,105.0,500.0,No,DSL,0,Yes
TEL-1337,Male,12,Month-to-month,Bank transfer,89.9,,No,DSL,0,No
TEL-1338,Female,24,Two year,Credit card,56.95,500.0,No internet,Fiber optic,0,No
TEL-1339,Female,24,Month-to-month,Mailed check,89.9,100.5,Yes,DSL,0,Yes
TEL-1340,Male,1,Month-to-month,Credit card,105.0,500.0,No internet,DSL,1,Yes
TEL-1341,Female,36,Month-to-month,Credit card,56.95,100.5,No internet,Fiber optic,0,No
TEL-1342,Male,1,Month-to-month,Electronic check,89.9,4500.0,Yes,Fiber optic,0,No
TEL-1343,Female,-5,One year,Credit card,29.85,4500.0,Yes,No,0,No
TEL-1344,Male,1,Two year,Credit card,56.95,500.0,No internet,Fiber optic,0,Yes
TEL-1345,Male,12,Month-to-month,Mailed check,89.9,500.0,No,DSL,0,Yes
TEL-1346,Male,1,Month-to-month,Mailed check,29.85,1200.0,Yes,DSL,0,Yes
TEL-1347,Female,-1,Month-to-month,Electronic check,29.85,500.0,Yes,No,0,No
TEL-1348,Female,24,Two year,Credit card,56.95,4500.0,No,Fiber optic,0,No
TEL-1349,Male,24,One year,Electronic check,29.85,1200.0,No,Fiber optic,1,No
TEL-1350,Female,1,Month-to-month,Credit card,29.85,1200.0,No,DSL,0,Yes
TEL-1351,Male,36,Two year,Bank transfer,56.95,500.0,No internet,Fiber optic,0,No
TEL-1352,Male,6,Two year,Bank transfer,105.0,500.0,Yes,DSL,0,Yes
TEL-1353,Female,60,Two year,Electronic check,56.95,,No,Fiber optic,0,No
TEL-1354,Female,6,Two year,Electronic check,29.85,500.0,No,No,0,No
TEL-1355,Male,1,Month-to-month,Electronic check,29.85,1200.0,No,No,0,No
TEL-1356,Female,1,One year,Mailed check,89.9,100.5,Yes,Fiber optic,1,No
TEL-1357,Female,12,Month-to-month,Mailed check,56.95,1200.0,No internet,Fiber optic,1,No
TEL-1358,Male,24,Two year,Mailed check,105.0,500.0,No internet,No,0,No
TEL-1359,Male,1,One year,Electronic check,89.9,100.5,No,Fiber optic,1,No
TEL-1360,Female,48,One year,Credit card,89.9,100.5,No,DSL,0,Yes
TEL-1361,Male,12,One year,Bank transfer,29.85,1200.0,Yes,Fiber optic,0,No
TEL-1362,Male,24,Month-to-month,Electronic check,89.9,1200.0,No,DSL,0,No
TEL-1363,Female,12,Month-to-month,Mailed check,29.85,500.0,No,Fiber optic,1,No
TEL-1364,Male,12,Two year,Mailed check,105.0,100.5,No,Fiber optic,0,No
TEL-1365,Male,24,Two year,Electronic check,89.9,1200.0,No internet,Fiber optic,0,Yes
TEL-1366,Female,1,Month-to-month,Electronic check,56.95,100.5,No,DSL,0,No
TEL-1367,Female,1,Month-to-month,Mailed check,29.85,500.0,No,DSL,0,Yes
TEL-1368,Male,60,Month-to-month,Credit card,29.85,100.5,No,Fiber optic,0,No
TEL-1369,Male,60,One year,Mailed check,89.9,100.5,Yes,No,1,No
TEL-1370,Female,12,Two year,Mailed check,29.85,100.5,No,Fiber optic,0,No
TEL-1371,Female,6,Month-to-month,Electronic check,56.95,500.0,No,DSL,0,No
TEL-1372,Female,24,Month-to-month,Credit card,29.85,100.5,No,No,0,No
TEL-1373,Female,12,Two year,Mailed check,89.9,500.0,No,No,0,Yes
TEL-1374,Male,1,One year,Mailed check,105.0,500.0,No,DSL,0,No
TEL-1375,Female,1,Month-to-month,Bank transfer,89.9,500.0,No,DSL,0,No
TEL-1376,Female,36,One year,Electronic check,89.9,500.0,No,Fiber optic,0,No
TEL-1377,Male,36,Month-to-month,Bank transfer,29.85,4500.0,No,No,0,No
TEL-1378,Female,1,Month-to-month,Bank transfer,29.85,100.5,No internet,No,0,No
TEL-1379,Male,6,One year,Mailed check,89.9,500.0,Yes,No,0,No
TEL-1380,Female,6,One year,Electronic check,56.95,100.5,Yes,Fiber optic,0,No
TEL-1381,Female,36,Two year,Credit card,56.95,100.5,No,Fiber optic,0,No
TEL-1382,Female,1,One year,Mailed check,29.85,500.0,Yes,DSL,1,No
TEL-1383,Male,1,One year,Credit card,29.85,500.0,Yes,DSL,0,Yes
TEL-1384,Male,48,Month-to-month,Credit card,29.85,4500.0,No,Fiber optic,0,No
TEL-1385,Female,1,Month-to-month,Electronic check,105.0,500.0,No,Fiber optic,0,No
TEL-1386,Male,36,Month-to-month,Bank transfer,29.85,,No,Fiber optic,0,Yes
TEL-1387,Male,6,Month-to-month,Electronic check,56.95,100.5,No internet,Fiber optic,1,No
TEL-1388,Male,1,One year,Credit card,29.85,100.5,No,DSL,0,No
TEL-1389,Male,6,Two year,Mailed check,89.9,100.5,No internet,Fiber optic,0,No
TEL-1390,Male,36,Month-to-month,Credit card,56.95,100.5,Yes,DSL,0,No
TEL-1391,Male,60,Month-to-month,Mailed check,105.0,500.0,No,Fiber optic,0,No
TEL-1392,Female,48,Two year,Mailed check,105.0,1200.0,No internet,Fiber optic,1,Yes
TEL-1393,Female,12,Month-to-month,Electronic check,56.95,100.5,No,Fiber optic,0,No
TEL-1394,Male,36,One year,Credit card,105.0,,No,No,0,Yes
TEL-1395,Female,6,One year,Bank transfer, ,4500.0,No,DSL,0,No
TEL-1396,Female,6,One year,Credit card,105.0,100.5,Yes,Fiber optic,0,No
TEL-1397,Female,60,Month-to-month,Credit card,105.0,100.5,No,DSL,1,No
TEL-1398,Female,1,Month-to-month,Bank transfer,29.85,100.5,No,Fiber optic,0,Yes
TEL-1399,Male,1,One year,Electronic check,56.95,100.5,No internet,No,0,Yes
TEL-1400,Female,6,One year,Credit card,29.85,100.5,Yes,Fiber optic,0,No
TEL-1401,Female,1,Month-to-month,Credit card,29.85,500.0,No internet,No,0,Yes
TEL-1402,Male,1,One year,Mailed check, ,100.5,No internet,DSL,0,No
TEL-1403,Male,24,Month-to-month,Credit card,56.95,500.0,Yes,No,0,No
TEL-1404,Female,12,One year,Bank transfer,89.9,,No,DSL,0,No
TEL-1405,Female,60,Month-to-month,Mailed check,105.0,1200.0,No internet,No,0,No
TEL-1406,Female,48,Two year,Electronic check,105.0,,No internet,DSL,0,No
TEL-1407,Female,6,Month-to-month,Mailed check, ,100.5,No,DSL,1,No
TEL-1408,Female,6,Month-to-month,Bank transfer,29.85,500.0,No,Fiber optic,0,No
TEL-1409,Female,12,Month-to-month,Bank transfer,29.85,500.0,No,No,0,No
TEL-1410,Male,24,Month-to-month,Mailed check,56.95,100.5,No,DSL,0,No
TEL-1411,Female,6,Two year,Electronic check,29.85,100.5,Yes,DSL,0,Yes
TEL-1412,Female,24,Two year,Mailed check,29.85,1200.0,No,No,0,No
TEL-1413,Male,12,Month-to-month,Electronic check,56.95,1200.0,Yes,DSL,1,No
TEL-1414,Male,24,Month-to-month,Mailed check,89.9,500.0,Yes,DSL,0,No
TEL-1415,Male,12,One year,Bank transfer,56.95,500.0,No,Fiber optic,0,No
TEL-1416,Male,6,Two year,Credit card,56.95,500.0,No,DSL,0,Yes
TEL-1417,Female,60,One year,Credit card,89.9,100.5,No,No,0,No
TEL-1418,Female,48,Month-to-month,Electronic check,29.85,500.0,No,Fiber optic,0,Yes
TEL-1419,Female,1,Month-to-month,Electronic check,29.85,100.5,No,Fiber optic,0,No
TEL-1420,Female,60,One year,Electronic check,89.9,100.5,Yes,No,0,No
TEL-1421,Female,12,Month-to-month,Bank transfer,89.9,,No,Fiber optic,0,No
TEL-1422,Female,60,One year,Mailed check,89.9,500.0,No internet,DSL,0,No
TEL-1423,Male,48,Month-to-month,Bank transfer,29.85,1200.0,No,DSL,0,No
TEL-1424,Female,12,One year,Credit card,105.0,500.0,No,Fiber optic,0,No
TEL-1425,Male,1,Month-to-month,Electronic check,89.9,500.0,No,DSL,0,No
TEL-1426,Male,6,One year,Mailed check,56.95,100.5,No internet,No,0,No
TEL-1427,Female,24,Month-to-month,Credit card,89.9,100.5,Yes,Fiber optic,0,Yes
TEL-1428,Male,24,One year,Credit card,105.0,100.5,No,DSL,0,No
TEL-1429,Female,6,Month-to-month,Credit card,56.95,1200.0,No,Fiber optic,0,No
TEL-1430,Male,1,One year,Bank transfer,56.95,1200.0,No,Fiber optic,0,No
TEL-1431,Female,48,One year,Electronic check, ,500.0,Yes,No,0,No
TEL-1432,Male,-1,One year,Credit card,89.9,500.0,No,No,0,No
TEL-1433,Female,24,One year,Electronic check,56.95,,Yes,Fiber optic,0,Yes
TEL-1434,Female,1,One year,Bank transfer,89.9,100.5,No,Fiber optic,0,Yes
TEL-1435,Female,6,Two year,Credit card,56.95,100.5,No,Fiber optic,1,No
TEL-1436,Female,1,Month-to-month,Bank transfer,29.85,500.0,Yes,Fiber optic,0,No
TEL-1437,Female,60,Two year,Bank transfer,56.95,1200.0,No internet,DSL,0,No
TEL-1438,Male,1,Month-to-month,Electronic check,105.0,,Yes,DSL,0,No
TEL-1439,Male,24,Month-to-month,Credit card,105.0,100.5,No internet,Fiber optic,0,No
TEL-1440,Male,6,Month-to-month,Bank transfer,56.95,4500.0,No,DSL,0,No
TEL-1441,Female,24,Month-to-month,Credit card,56.95,4500.0,Yes,DSL,0,No
TEL-1442,Male,36,One year,Electronic check,29.85,100.5,Yes,Fiber optic,0,No
TEL-1443,Female,48,One year,Bank transfer, ,500.0,No internet,DSL,0,No
TEL-1444,Female,6,One year,Electronic check, ,500.0,Yes,Fiber optic,0,No
TEL-1445,Male,1,Month-to-month,Credit card,89.9,,Yes,Fiber optic,0,No
TEL-1446,Male,1,Month-to-month,Credit card,105.0,100.5,No,No,0,No
TEL-1447,Female,60,Month-to-month,Electronic check,89.9,1200.0,No,Fiber optic,0,Yes
TEL-1448,Male,60,Month-to-month,Mailed check,56.95,500.0,No,DSL,0,No
TEL-1449,Female,24,Month-to-month,Bank transfer,29.85,1200.0,Yes,Fiber optic,0,Yes
TEL-1450,Female,24,Month-to-month,Credit card,56.95,500.0,Yes,No,0,No
TEL-1451,Female,36,Month-to-month,Credit card,89.9,500.0,Yes,No,0,No
TEL-1452,Female,1,One year,Bank transfer,89.9,4500.0,Yes,Fiber optic,0,No
TEL-1453,Female,60,One year,Electronic check,56.95,4500.0,No,DSL,0,No
TEL-1454,Male,12,Two year,Electronic check,105.0,4500.0,No,No,1,Yes
TEL-1455,Male,12,Two year,Electronic check,29.85,100.5,Yes,DSL,1,No
TEL-1456,Female,24,One year,Mailed check,56.95,1200.0,No,Fiber optic,0,No
TEL-1457,Female,1,Month-to-month,Mailed check,89.9,100.5,No,Fiber optic,0,No
TEL-1458,Male,1,One year,Credit card,89.9,500.0,No internet,DSL,0,Yes
TEL-1459,Male,36,One year,Electronic check,89.9,500.0,No internet,DSL,0,No
TEL-1460,Female,1,Month-to-month,Bank transfer,29.85,500.0,No internet,DSL,0,Yes
TEL-1461,Male,24,Month-to-month,Credit card,29.85,500.0,Yes,Fiber optic,0,Yes
TEL-1462,Female,6,Two year,Bank transfer,89.9,,Yes,No,1,No
TEL-1463,Male,12,Month-to-month,Credit card,56.95,100.5,No,DSL,0,Yes
TEL-1464,Female,6,One year,Mailed check,29.85,1200.0,Yes,No,0,Yes
TEL-1465,Male,12,One year,Credit card,89.9,500.0,No,DSL,0,No
TEL-1466,Female,36,Month-to-month,Mailed check,56.95,100.5,No,Fiber optic,1,No
TEL-1467,Male,6,Month-to-month,Credit card,89.9,100.5,No internet,DSL,0,No
TEL-1468,Male,24,Month-to-month,Electronic check,105.0,,No internet,No,0,No
TEL-1469,Female,12,Month-to-month,Bank transfer,29.85,4500.0,No,Fiber optic,0,No
TEL-1470,Male,36,Month-to-month,Electronic check,29.85,,No,Fiber optic,1,No
TEL-1471,Female,60,Two year,Credit card,89.9,,No,No,0,No
TEL-1472,Male,36,Month-to-month,Credit card,89.9,100.5,Yes,Fiber optic,1,No
TEL-1473,Female,6,Month-to-month,Credit card,89.9,500.0,No,No,0,No
TEL-1474,Male,1,Month-to-month,Mailed check,105.0,1200.0,Yes,Fiber optic,0,Yes
TEL-1475,Female,6,Two year,Bank transfer,105.0,500.0,No,No,0,No
TEL-1476,Male,24,Month-to-month,Bank transfer,ErrorVal,500.0,No,Fiber optic,0,No
TEL-1477,Female,1,Month-to-month,Credit card,56.95,500.0,No,DSL,0,No
TEL-1478,Male,12,Two year,Credit card,56.95,500.0,No,Fiber optic,1,No
TEL-1479,Female,24,Two year,Mailed check,56.95,500.0,No,DSL,0,Yes
TEL-1480,Female,6,Month-to-month,Electronic check,29.85,100.5,No internet,Fiber optic,0,No
TEL-1481,Female,48,Two year,Electronic check,56.95,500.0,Yes,Fiber optic,0,No
TEL-1482,Male,1,Month-to-month,Bank transfer,29.85,500.0,No,Fiber optic,0,Yes
TEL-1483,Female,1,Month-to-month,Mailed check,105.0,500.0,No,DSL,0,Yes
TEL-1484,Male,36,Month-to-month,Credit card,56.95,100.5,No,DSL,0,No
TEL-1485,Female,12,Month-to-month,Bank transfer,56.95,1200.0,No internet,Fiber optic,0,Yes
TEL-1486,Male,36,One year,Mailed check,56.95,100.5,Yes,No,0,No
TEL-1487,Female,12,Month-to-month,Electronic check,29.85,500.0,No,DSL,1,No
TEL-1488,Male,6,Month-to-month,Mailed check,29.85,1200.0,No,Fiber optic,0,No
TEL-1489,Male,48,One year,Electronic check,56.95,500.0,No internet,Fiber optic,1,No
TEL-1490,Female,48,One year,Mailed check,29.85,100.5,Yes,Fiber optic,0,Yes
TEL-1491,Male,36,Month-to-month,Bank transfer,89.9,1200.0,No,DSL,0,No
TEL-1492,Male,6,One year,Electronic check,105.0,500.0,No,Fiber optic,0,No
TEL-1493,Female,24,Month-to-month,Bank transfer,105.0,1200.0,Yes,DSL,0,Yes
TEL-1494,Male,12,One year,Bank transfer,89.9,1200.0,No,No,1,No
TEL-1495,Male,1,One year,Electronic check,29.85,1200.0,No,DSL,0,Yes
TEL-1496,Male,60,Two year,Electronic check,105.0,500.0,No,DSL,0,Yes
TEL-1497,Female,1,Month-to-month,Credit card,105.0,100.5,No internet,DSL,1,No
TEL-1498,Male,-5,Month-to-month,Credit card,29.85,100.5,No,DSL,0,No
TEL-1499,Female,12,Month-to-month,Credit card,89.9,500.0,No,Fiber optic,0,No
TEL-1500,Male,1,Month-to-month,Bank transfer,29.85,500.0,No,DSL,0,No
TEL-1501,Male,24,Month-to-month,Bank transfer,105.0,500.0,Yes,DSL,1,No
TEL-1502,Male,60,Two year,Credit card, ,100.5,Yes,Fiber optic,0,No
TEL-1503,Female,36,Month-to-month,Bank transfer,29.85,100.5,No,DSL,0,Yes
TEL-1504,Male,48,Month-to-month,Bank transfer,105.0,500.0,No,DSL,0,No
TEL-1505,Male,36,One year,Electronic check,89.9,100.5,Yes,No,1,Yes
TEL-1506,Female,36,Month-to-month,Electronic check,ErrorVal,1200.0,No,Fiber optic,0,No
TEL-1507,Male,48,One year,Bank transfer,56.95,100.5,No,No,0,No
TEL-1508,Female,6,Month-to-month,Credit card,105.0,500.0,Yes,No,0,Yes
TEL-1509,Female,12,Month-to-month,Mailed check,29.85,,No,Fiber optic,1,No
TEL-1510,Male,6,Month-to-month,Credit card,56.95,100.5,Yes,DSL,1,No
TEL-1511,Female,-1,Month-to-month,Mailed check,29.85,500.0,No internet,Fiber optic,1,No
TEL-1512,Male,60,Two year,Credit card, ,100.5,No internet,No,0,No
TEL-1513,Female,1,Month-to-month,Electronic check,105.0,1200.0,No,Fiber optic,0,No
TEL-1514,Female,36,Month-to-month,Bank transfer,105.0,500.0,Yes,Fiber optic,0,No
TEL-1515,Male,60,Month-to-month,Bank transfer,105.0,500.0,No,DSL,1,No
TEL-1516,Female,1,Month-to-month,Electronic check,29.85,500.0,No internet,No,0,Yes
TEL-1517,Female,24,Two year,Mailed check,56.95,4500.0,No,Fiber optic,0,Yes
TEL-1518,Female,60,Month-to-month,Mailed check,29.85,100.5,Yes,No,0,No
TEL-1519,Female,1,One year,Mailed check,29.85,100.5,No,DSL,0,Yes
TEL-1520,Female,36,Two year,Electronic check,29.85,4500.0,No internet,DSL,0,No
TEL-1521,Male,6,One year,Mailed check,56.95,500.0,No,DSL,0,No
TEL-1522,Female,60,Two year,Electronic check,29.85,4500.0,No,Fiber optic,0,No
TEL-1523,Male,-5,Month-to-month,Credit card,29.85,500.0,No,DSL,0,No
TEL-1524,Female,60,Month-to-month,Credit card,29.85,4500.0,No,DSL,0,No
TEL-1525,Male,12,Month-to-month,Electronic check,29.85,500.0,Yes,No,0,No
TEL-1526,Male,60,One year,Bank transfer,ErrorVal,1200.0,No,DSL,0,No
TEL-1527,Female,48,Two year,Credit card,89.9,,Yes,No,0,Yes
TEL-1528,Female,6,Month-to-month,Mailed check,ErrorVal,500.0,No,DSL,0,No
TEL-1529,Female,48,One year,Electronic check,56.95,100.5,Yes,No,0,No
TEL-1530,Male,1,Month-to-month,Mailed check,29.85,100.5,No,Fiber optic,0,Yes
TEL-1531,Female,24,One year,Mailed check,89.9,100.5,Yes,No,0,No
TEL-1532,Male,6,Month-to-month,Bank transfer,56.95,100.5,No,No,0,No
TEL-1533,Male,1,Two year,Mailed check,29.85,500.0,No,DSL,0,Yes
TEL-1534,Male,1,One year,Bank transfer,29.85,500.0,Yes,DSL,1,No
TEL-1535,Female,36,Month-to-month,Credit card,29.85,500.0,Yes,DSL,0,No
TEL-1536,Female,6,Month-to-month,Electronic check,29.85,500.0,Yes,Fiber optic,0,No
TEL-1537,Male,36,Month-to-month,Mailed check,56.95,1200.0,No internet,No,0,Yes
TEL-1538,Male,1,Month-to-month,Electronic check,89.9,100.5,No,Fiber optic,0,No
TEL-1539,Female,6,Month-to-month,Mailed check,29.85,100.5,No,Fiber optic,0,Yes
TEL-1540,Male,24,Two year,Electronic check,29.85,100.5,Yes,DSL,0,No
TEL-1541,Female,48,One year,Mailed check,105.0,500.0,No,No,0,No
TEL-1542,Male,6,Month-to-month,Mailed check,29.85,100.5,No internet,No,0,Yes
TEL-1543,Female,24,Month-to-month,Mailed check,56.95,100.5,No internet,DSL,1,No
TEL-1544,Male,60,Two year,Mailed check,105.0,500.0,No,Fiber optic,0,No
TEL-1545,Female,24,One year,Mailed check,29.85,4500.0,Yes,DSL,0,No
TEL-1546,Male,6,Month-to-month,Mailed check,29.85,100.5,Yes,Fiber optic,0,Yes
TEL-1547,Female,1,One year,Mailed check,56.95,1200.0,Yes,Fiber optic,0,No
TEL-1548,Female,60,Month-to-month,Mailed check,56.95,1200.0,Yes,DSL,1,No
TEL-1549,Male,1,Month-to-month,Mailed check,56.95,1200.0,Yes,Fiber optic,0,No
TEL-1550,Male,60,Month-to-month,Electronic check,105.0,,Yes,DSL,1,Yes
TEL-1551,Female,24,Month-to-month,Bank transfer,29.85,100.5,No,Fiber optic,0,No
TEL-1552,Male,60,Month-to-month,Mailed check,56.95,100.5,No internet,Fiber optic,0,No
TEL-1553,Female,48,Two year,Bank transfer,56.95,4500.0,No,DSL,0,No
TEL-1554,Male,-1,Two year,Mailed check,29.85,500.0,No internet,Fiber optic,0,No
TEL-1555,Female,12,One year,Mailed check,89.9,500.0,No,Fiber optic,0,No
TEL-1556,Female,48,Month-to-month,Electronic check,29.85,1200.0,Yes,DSL,0,No
TEL-1557,Female,12,Month-to-month,Credit card,56.95,1200.0,No,DSL,0,No
TEL-1558,Female,12,One year,Credit card,29.85,,Yes,Fiber optic,0,Yes
TEL-1559,Female,24,Month-to-month,Electronic check,56.95,,No,No,1,Yes
TEL-1560,Female,60,Month-to-month,Bank transfer,56.95,1200.0,No,DSL,0,No
TEL-1561,Male,-1,Month-to-month,Credit card,105.0,100.5,No internet,DSL,0,Yes
TEL-1562,Male,48,Two year,Electronic check,29.85,4500.0,Yes,DSL,0,No
TEL-1563,Male,12,Month-to-month,Electronic check,56.95,100.5,Yes,Fiber optic,0,Yes
TEL-1564,Female,12,Month-to-month,Credit card,56.95,100.5,No internet,DSL,0,No
TEL-1565,Female,36,One year,Bank transfer,89.9,4500.0,Yes,DSL,1,No
TEL-1566,Female,6,Month-to-month,Electronic check,56.95,100.5,No,Fiber optic,1,Yes
TEL-1567,Female,1,Month-to-month,Mailed check,89.9,100.5,No,Fiber optic,0,Yes
TEL-1568,Male,12,Month-to-month,Bank transfer,89.9,100.5,No internet,DSL,1,No
TEL-1569,Male,6,Month-to-month,Bank transfer,105.0,4500.0,No internet,Fiber optic,0,No
TEL-1570,Female,6,One year,Credit card,56.95,500.0,No internet,Fiber optic,0,No
TEL-1571,Male,6,Month-to-month,Credit card,56.95,1200.0,Yes,DSL,0,No
TEL-1572,Male,1,Month-to-month,Mailed check,105.0,100.5,No internet,DSL,0,No
TEL-1573,Female,1,Two year,Electronic check, ,1200.0,No,No,0,No
TEL-1574,Male,-1,Two year,Credit card,105.0,1200.0,No,DSL,0,Yes
TEL-1575,Female,12,Two year,Credit card,56.95,500.0,Yes,Fiber optic,0,No
TEL-1576,Male,12,Month-to-month,Bank transfer,29.85,500.0,No,No,0,No
TEL-1577,Female,36,Month-to-month,Credit card,56.95,100.5,No internet,DSL,0,No
TEL-1578,Female,6,Two year,Credit card,89.9,,No internet,DSL,1,No
TEL-1579,Female,60,One year,Credit card,56.95,1200.0,No,Fiber optic,0,No
TEL-1580,Female,48,Month-to-month,Credit card,56.95,,Yes,No,0,No
TEL-1581,Male,1,Month-to-month,Bank transfer,105.0,500.0,No,No,0,Yes
TEL-1582,Female,12,Month-to-month,Mailed check,56.95,1200.0,No internet,Fiber optic,0,Yes
TEL-1583,Female,60,Two year,Mailed check,105.0,1200.0,No,DSL,0,No
TEL-1584,Female,60,Month-to-month,Electronic check,56.95,1200.0,No,Fiber optic,0,No
TEL-1585,Male,12,Month-to-month,Credit card,56.95,,Yes,Fiber optic,0,No
TEL-1586,Female,24,Month-to-month,Bank transfer,56.95,500.0,No,Fiber optic,0,Yes
TEL-1587,Male,1,One year,Electronic check,89.9,100.5,No,DSL,0,Yes
TEL-1588,Female,-1,Two year,Electronic check,29.85,1200.0,No internet,DSL,0,No
TEL-1589,Male,6,Month-to-month,Mailed check,29.85,1200.0,No,Fiber optic,0,No
TEL-1590,Male,60,One year,Bank transfer,ErrorVal,500.0,No,Fiber optic,0,Yes
TEL-1591,Female,24,Two year,Bank transfer,29.85,100.5,No,DSL,1,No
TEL-1592,Male,24,Month-to-month,Bank transfer,56.95,500.0,Yes,DSL,0,No
TEL-1593,Female,24,Month-to-month,Mailed check,56.95,500.0,No internet,No,1,Yes
TEL-1594,Female,6,Month-to-month,Mailed check,56.95,500.0,No,Fiber optic,0,Yes
TEL-1595,Female,1,One year,Mailed check,89.9,1200.0,No,DSL,1,No
TEL-1596,Male,6,One year,Mailed check,29.85,1200.0,No,DSL,0,No
TEL-1597,Male,1,One year,Mailed check,56.95,100.5,No,DSL,0,No
TEL-1598,Female,48,One year,Credit card,56.95,500.0,No,No,1,No
TEL-1599,Female,12,Month-to-month,Credit card,89.9,100.5,No,Fiber optic,0,No
TEL-1600,Male,1,Two year,Bank transfer,29.85,100.5,Yes,Fiber optic,0,No
TEL-1601,Female,-5,Month-to-month,Electronic check,56.95,1200.0,No,Fiber optic,0,No
TEL-1602,Female,60,Month-to-month,Bank transfer,29.85,,Yes,DSL,0,Yes
TEL-1603,Female,60,One year,Electronic check,29.85,500.0,No,No,1,No
TEL-1604,Male,-1,One year,Mailed check,29.85,1200.0,Yes,Fiber optic,0,No
TEL-1605,Male,1,Month-to-month,Electronic check,29.85,4500.0,No,DSL,0,No
TEL-1606,Male,12,Two year,Bank transfer,105.0,4500.0,No internet,DSL,0,No
TEL-1607,Female,48,Two year,Bank transfer,29.85,100.5,No internet,Fiber optic,0,No
TEL-1608,Female,36,Month-to-month,Electronic check,105.0,,No,No,0,No
TEL-1609,Female,1,Two year,Credit card,ErrorVal,500.0,No,DSL,0,Yes
TEL-1610,Male,48,Month-to-month,Mailed check,56.95,500.0,Yes,No,0,No
TEL-1611,Female,6,Month-to-month,Mailed check,29.85,100.5,No,Fiber optic,0,Yes
TEL-1612,Female,6,Month-to-month,Bank transfer,56.95,500.0,No internet,DSL,1,Yes
TEL-1613,Female,24,Two year,Credit card,89.9,100.5,Yes,DSL,0,No
TEL-1614,Female,24,One year,Electronic check,56.95,100.5,No,DSL,0,No
TEL-1615,Male,24,Month-to-month,Mailed check,29.85,500.0,No internet,Fiber optic,0,Yes
TEL-1616,Male,1,Month-to-month,Credit card,56.95,4500.0,No internet,DSL,0,Yes
TEL-1617,Female,60,One year,Mailed check,105.0,4500.0,Yes,DSL,0,No
TEL-1618,Male,6,Month-to-month,Credit card,89.9,500.0,No,Fiber optic,1,No
TEL-1619,Male,1,Two year,Credit card,29.85,4500.0,Yes,Fiber optic,0,No
TEL-1620,Female,60,Two year,Bank transfer,89.9,4500.0,Yes,DSL,1,Yes
TEL-1621,Female,-5,Month-to-month,Mailed check,29.85,1200.0,No internet,Fiber optic,0,No
TEL-1622,Male,60,Two year,Electronic check,29.85,100.5,No internet,Fiber optic,0,No
TEL-1623,Female,48,Month-to-month,Bank transfer,105.0,1200.0,No,Fiber optic,0,Yes
TEL-1624,Male,36,Two year,Bank transfer,29.85,,Yes,No,0,No
TEL-1625,Female,24,One year,Electronic check,29.85,1200.0,No internet,DSL,0,No
TEL-1626,Male,1,One year,Bank transfer,29.85,500.0,No,No,1,No
TEL-1627,Female,12,Month-to-month,Credit card,105.0,500.0,No,Fiber optic,0,Yes
TEL-1628,Male,12,Two year,Credit card,89.9,1200.0,No,Fiber optic,1,No
TEL-1629,Male,6,Month-to-month,Mailed check,89.9,500.0,Yes,Fiber optic,0,No
TEL-1630,Male,36,Month-to-month,Mailed check,89.9,100.5,No,Fiber optic,0,No
TEL-1631,Female,12,Month-to-month,Electronic check,29.85,500.0,No,DSL,0,No
TEL-1632,Male,1,One year,Mailed check,56.95,4500.0,Yes,Fiber optic,0,No
TEL-1633,Male,6,Month-to-month,Credit card,56.95,4500.0,Yes,Fiber optic,1,No
